Cycle,Charge_Current,Discharge_Current,Temperature,Capacity_Increment,Relaxation_Voltage,Discharge_Capacity,Start_Voltage,End_Voltage
2,0.5,1,45,"[0.0, 33.639235329180224, 69.52471301064179, 106.33117025391448, 146.24198906847505, 188.59511875129715, 235.82234036994123, 290.4305579619943, 350.1090410997815, 407.7082059154593]","[4.1861873, 4.183076399999999, 4.1811471, 4.1796117, 4.178509200000001, 4.1774459, 4.1765404, 4.1757922, 4.1753983, 4.1748080000000005, 4.174335500000001, 4.1738629000000005, 4.173666000000001, 4.1731935]",3298.179448436415,3.6,3.7
3,0.5,1,45,"[0.0, 30.201223389260576, 66.06745763504966, 102.77470025206878, 142.03797592620913, 184.04991409945717, 231.4878259501869, 286.4596836615441, 345.2720005981448, 393.14366589606425]","[4.186108600000001, 4.1831555, 4.1811471, 4.1797299, 4.178509200000001, 4.177603700000001, 4.1766977, 4.1759105000000005, 4.175280600000001, 4.1748471, 4.1744142, 4.173981200000001, 4.1735873, 4.173233]",3294.166526711834,3.6,3.7
4,0.5,1,45,"[0.0, 27.07409943804646, 63.16291427767146, 99.50037243323175, 138.98807413769782, 180.9343697234367, 227.72228457384358, 281.78986823077605, 341.72942147779065, 393.09832515292726]","[4.1860294, 4.1831555, 4.1811471, 4.179533, 4.1784697, 4.1774459, 4.17658, 4.1759105000000005, 4.1752019, 4.1748080000000005, 4.1743746, 4.173981200000001, 4.1735086, 4.1732721]",3289.78870662896,3.6,3.7
5,0.5,1,45,"[0.0, 22.64871039643299, 58.48338478506355, 94.84125109566992, 133.96063106692884, 176.18578940252837, 222.6014648349876, 276.613032687139, 335.7485491240625, 393.1320281878658]","[4.1861477, 4.1831555, 4.1811471, 4.179533, 4.1784306, 4.1773672, 4.17658, 4.1758709000000005, 4.1752019, 4.1747684000000005, 4.174295900000001, 4.1738629000000005, 4.1735873, 4.1731544000000005]",3285.574194297279,3.6,3.7
6,0.5,1,45,"[0.0, 31.377565731636537, 66.7806837508167, 103.00644698500162, 142.03235773404037, 184.1469547929197, 230.1594971736256, 284.27418140051236, 343.147502630341, 393.1246915199787]","[4.1860294, 4.183351999999999, 4.1810684, 4.1797299, 4.178509200000001, 4.1774855, 4.1765008, 4.1759892, 4.1754379, 4.1748867, 4.174335500000001, 4.1739025000000005, 4.1735873, 4.1733513]",3281.322919722631,3.6,3.7
7,0.5,1,45,"[0.0, 28.167623472776313, 64.04632611621821, 99.8651277512007, 138.7156916200529, 180.42489466566258, 226.50231471633253, 280.64920083158927, 339.07521040231154, 393.1214966394041]","[4.1861873, 4.1831946, 4.181108, 4.1795721, 4.1784306, 4.1773281, 4.1767373, 4.1758709000000005, 4.175359200000001, 4.1747684000000005, 4.1743746, 4.1739025000000005, 4.1736269, 4.1733117]",3276.934022828096,3.6,3.7
8,0.5,1,45,"[0.0, 23.876140368733672, 59.474219468792626, 95.62553715124784, 134.24096504016075, 175.74275588790772, 221.3089567123369, 275.3445436628066, 334.4162305517664, 393.10545835001653]","[4.1862264, 4.1831946, 4.1809897000000005, 4.179533, 4.178391, 4.1774855, 4.17658, 4.1759105000000005, 4.1753983, 4.1747684000000005, 4.174295900000001, 4.174099, 4.1734691, 4.1732721]",3272.8587943219645,3.6,3.7
9,0.5,1,45,"[0.0, 33.235518403647916, 68.9215147838704, 104.80669687676698, 143.54588539877943, 185.1754936960075, 230.80531630562803, 284.16305882819165, 342.5748932171376, 393.1015215258793]","[4.186108600000001, 4.1830373, 4.1809897000000005, 4.1794934, 4.1782336, 4.1773672, 4.1765404, 4.1758709000000005, 4.1751227, 4.1746898, 4.174335500000001, 4.1739025000000005, 4.1736269, 4.173233]",3268.7412617405903,3.6,3.7
10,0.5,1,45,"[0.0, 33.47126283502996, 68.76364190634911, 104.25908321474606, 143.34593656645586, 184.43591355113858, 230.04720799279505, 283.160029010641, 341.742509824419, 393.11674729722756]","[4.1859508000000005, 4.182919, 4.180871499999999, 4.1793752, 4.1782336, 4.1772885, 4.176383, 4.1757531000000006, 4.1750441, 4.174611100000001, 4.174138500000001, 4.173666000000001, 4.1733513, 4.1730361]",3264.566352277421,3.6,3.7
11,0.5,1,45,"[0.0, 26.713762083203164, 62.30688587314785, 98.15240577400527, 136.58145207404948, 178.15785783316824, 223.0045384308006, 275.62037274611737, 334.4321572886997, 393.1006471339242]","[4.1860294, 4.183076399999999, 4.1810684, 4.179533, 4.1782727, 4.1772885, 4.1765404, 4.1758709000000005, 4.175280600000001, 4.1746898, 4.1742568, 4.1738629000000005, 4.1735086, 4.173233]",3260.669214067522,3.6,3.7
12,0.5,1,45,"[0.0, 22.60664989776842, 58.21876440675635, 94.24279374493199, 132.69498573938722, 173.28449754923759, 217.99302324153223, 271.86511942932134, 329.9336514894445, 378.533741319648]","[4.1859508000000005, 4.1829977, 4.1809111, 4.1794934, 4.1782336, 4.1773281, 4.1764617, 4.1757135000000005, 4.1751623, 4.174650700000001, 4.174138500000001, 4.1739416, 4.1735086, 4.173075700000001]",3256.7321564801705,3.6,3.7
13,0.5,1,45,"[0.0, 22.494611841323717, 58.22150109621475, 93.8074697155771, 131.92849756711826, 172.57398798195516, 217.67957340365444, 270.4143730852096, 328.7251537170806, 378.5568870932344]","[4.1859903, 4.182919, 4.1809111, 4.1794543, 4.178391, 4.1773281, 4.1765008, 4.1757922, 4.1751623, 4.1748080000000005, 4.174295900000001, 4.1738234, 4.1735477, 4.173075700000001]",3252.964136879611,3.6,3.7
14,0.5,1,45,"[0.0, 32.74959283609792, 68.00969766684148, 103.62900620905577, 141.88470825663774, 182.93055227672983, 227.55387016036173, 279.7445585297156, 337.96180981832595, 393.10977169162345]","[4.186069, 4.183116, 4.1810293, 4.1794934, 4.1783123, 4.177249, 4.1765404, 4.1757922, 4.1751227, 4.174611100000001, 4.174335500000001, 4.1739025000000005, 4.173390400000001, 4.1731935]",3249.3282407119395,3.6,3.7
15,0.5,1,45,"[0.0, 32.424430806352234, 68.0459450059476, 103.37072259180673, 141.5180412702664, 182.5811617379385, 226.9538672202475, 279.2020831960498, 337.5515750318725, 393.08451538574275]","[4.1859903, 4.1830373, 4.1809897000000005, 4.1794543, 4.1783123, 4.1773281, 4.176383, 4.175674, 4.175280600000001, 4.174611100000001, 4.174099, 4.1738234, 4.1733513, 4.1729178]",3245.6588348442906,3.6,3.7
16,0.5,1,45,"[0.0, 28.43870474257369, 63.32270199702043, 98.75693203661274, 136.6680309295292, 177.5700737393522, 222.09458521957197, 273.7188101707658, 331.95556648655963, 378.5418142845323]","[4.1859903, 4.1829977, 4.1807928, 4.1793752, 4.1780758, 4.176934200000001, 4.1764221, 4.1757531000000006, 4.1751227, 4.1745324, 4.174138500000001, 4.1735477, 4.173233, 4.1729178]",3241.9279596091083,3.6,3.7
17,0.5,1,45,"[0.0, 27.339972198354985, 62.3647928413792, 97.90892049479135, 135.6483391885963, 176.28418960774468, 220.28408976694777, 272.1500468246463, 330.4280394703776, 378.55251930989584]","[4.1860294, 4.1828403, 4.180871499999999, 4.1794934, 4.1782727, 4.177131200000001, 4.1764617, 4.1757531000000006, 4.1751227, 4.1745715, 4.1742172, 4.1737843, 4.173233, 4.1731148000000005]",3238.687013857018,3.6,3.7
18,0.5,1,45,"[0.0, 23.002289235440458, 58.348951317312185, 93.86791975540052, 131.23090097261388, 172.1631086817746, 216.07338775158166, 267.94380311282464, 325.80413880156993, 378.5521476372613]","[4.1859903, 4.1828799, 4.1809111, 4.1793361, 4.1783514, 4.1772885, 4.1765008, 4.1757135000000005, 4.1752019, 4.1747293, 4.1742172, 4.173705600000001, 4.1735477, 4.1730361]",3235.313439472795,3.6,3.7
19,0.5,1,45,"[0.0, 22.043732486920135, 57.34527179848476, 92.3863637766434, 130.09708749653373, 170.79337112331757, 214.84486406233623, 266.1464596391161, 323.93117136908245, 378.52721495591925]","[4.1859117, 4.1828403, 4.1807532, 4.1792965, 4.1781154, 4.1769733, 4.1763043, 4.175674, 4.1750441, 4.174453700000001, 4.174099, 4.173705600000001, 4.1731935, 4.1729178]",3231.643541172959,3.6,3.7
20,0.5,1,45,"[0.0, 33.1990680513336, 68.53275283969128, 103.87057994428415, 141.13380054434288, 181.33719439887875, 225.76792219850165, 276.40650285135484, 334.24644666113363, 393.0964092855496]","[4.1860294, 4.182919, 4.180871499999999, 4.1792574, 4.1780758, 4.1770916, 4.1763043, 4.175674, 4.1749654000000005, 4.174650700000001, 4.1739416, 4.1735873, 4.1733513, 4.1728787]",3228.6731979298243,3.6,3.7
21,0.5,1,45,"[0.0, 32.74923496296367, 67.80237792281946, 102.69608716707728, 140.20019607617553, 180.66027016937755, 224.61711602986907, 275.2706759489299, 332.5444309299853, 378.53934517978234]","[4.185833000000001, 4.182919, 4.1809897000000005, 4.1793361, 4.1782336, 4.1770525, 4.1762648, 4.175674, 4.1752019, 4.1744928, 4.174099, 4.1735873, 4.1732721, 4.1730361]",3225.4212556151,3.6,3.7
22,0.5,1,45,"[0.0, 28.025873207183054, 63.03183272015826, 98.12111500832327, 135.26359889817536, 175.63373856925386, 219.5056174733677, 270.3448684472397, 327.4688669086672, 378.530516464098]","[4.1859117, 4.1827617, 4.1807141, 4.1792574, 4.177958, 4.1768947, 4.1763043, 4.175556200000001, 4.1749654000000005, 4.174335500000001, 4.1740203000000005, 4.1735873, 4.1730361, 4.1728392]",3221.963066144478,3.6,3.7
23,0.5,1,45,"[0.0, 24.397319243431184, 59.58014432277889, 94.64593944137857, 131.89549804754017, 172.28092117333847, 215.61634275896483, 266.4264746079199, 324.2505859046197, 378.55112872545055]","[4.1856751, 4.1827617, 4.1807532, 4.1790209, 4.1779184, 4.176855600000001, 4.1762252, 4.1753197, 4.1748867, 4.174295900000001, 4.1739025000000005, 4.173430000000001, 4.1729178, 4.1725636]",3218.744620203588,3.6,3.7
24,0.5,1,45,"[0.0, 35.42149904117889, 70.53354846318962, 105.52077070310327, 142.64828970519613, 182.97439968238393, 226.67519658409083, 276.5672298700564, 333.97864396378816, 393.067798174167]","[4.185636, 4.1825647, 4.1805959, 4.1790605, 4.1778398, 4.1768947, 4.176028700000001, 4.1753197, 4.1748867, 4.174099, 4.1737447, 4.1731935, 4.1729965, 4.1726031]",3215.6724431877974,3.6,3.7
25,0.5,1,45,"[0.0, 34.80118330989421, 69.81540705533541, 105.13860477389983, 141.91167836123168, 181.83028194160102, 225.43764078896436, 275.98995914154864, 332.95609634452387, 378.5288075599499]","[4.1857538, 4.1828008, 4.1806355, 4.1791787000000005, 4.1779971, 4.1769733, 4.1762648, 4.1754379, 4.1748080000000005, 4.1745324, 4.1739416, 4.173430000000001, 4.1731148000000005, 4.1726031]",3212.871482264677,3.6,3.7
26,0.5,1,45,"[0.0, 32.90755331192577, 68.26775250533319, 102.9596519547714, 140.54227979598215, 180.1049890872482, 223.55900842064375, 273.5205757866628, 330.7564255509459, 378.5312986920843]","[4.1857934000000006, 4.1826434, 4.1807141, 4.1790209, 4.1779184, 4.176855600000001, 4.1761074, 4.1755166, 4.174650700000001, 4.1742568, 4.1737843, 4.173430000000001, 4.1729178, 4.1725636]",3209.936608223337,3.6,3.7
27,0.5,1,45,"[0.0, 31.15865238615561, 66.01085251831671, 101.18234392363445, 137.94324213186837, 177.80390394029018, 221.3079786859887, 271.11202579413714, 327.8045502152396, 378.54626449083105]","[4.1857934000000006, 4.1827617, 4.1805568, 4.1790209, 4.1778398, 4.1767769, 4.1761074, 4.1754379, 4.1748471, 4.1742172, 4.1738629000000005, 4.173390400000001, 4.173075700000001, 4.172800100000001]",3207.2087170539003,3.6,3.7
28,0.5,1,45,"[0.0, 29.451472218165804, 64.65131249106446, 99.78546111986452, 136.69903158547197, 176.37734285317913, 219.36563815503496, 268.9201735441827, 325.97085627329295, 378.5444772392441]","[4.1857147, 4.182722099999999, 4.1805568, 4.1789422, 4.177761100000001, 4.1768947, 4.1759496, 4.1753197, 4.1748471, 4.174138500000001, 4.1737843, 4.1733513, 4.172800100000001, 4.172484900000001]",3204.153090269096,3.6,3.7
29,0.5,1,45,"[0.0, 26.242253860480332, 61.280502446283094, 96.07482907923054, 132.908308337849, 172.5940803196903, 215.9331530538484, 264.94453685998496, 322.35979899301265, 378.5482755169679]","[4.1856751, 4.1825647, 4.1805568, 4.1790605, 4.1777215, 4.176855600000001, 4.1759892, 4.1753197, 4.1747293, 4.1742568, 4.173705600000001, 4.1732721, 4.1728787, 4.172524500000001]",3201.430008209903,3.6,3.7
30,0.5,1,45,"[0.0, 24.092913924023264, 59.44635547335645, 94.1952053720023, 130.93644326460287, 170.35651490646876, 213.38518051954077, 262.9663896718165, 319.4999347915283, 378.557147598199]","[4.1855965, 4.182683, 4.1805959, 4.1789818, 4.1778398, 4.1770525, 4.176028700000001, 4.175280600000001, 4.174650700000001, 4.1742172, 4.1737843, 4.173390400000001, 4.1729965, 4.172524500000001]",3198.8566023575872,3.6,3.7
31,0.5,1,45,"[0.0, 36.16499777538252, 71.21902905421132, 106.40562880268146, 142.53100032507325, 182.49733974949754, 225.46620219882652, 274.5182511336126, 330.8836439919502, 378.5489548533801]","[4.1856751, 4.1825252, 4.1805568, 4.1790209, 4.1778398, 4.1767373, 4.1759105000000005, 4.1752019, 4.174611100000001, 4.1742172, 4.1738234, 4.1733117, 4.172800100000001, 4.172524500000001]",3196.129318830161,3.6,3.7
32,0.5,1,45,"[0.0, 33.40184785063366, 68.95154690177776, 103.68976920254363, 140.09286748112515, 179.61992065242077, 222.3350249894587, 271.8544592989258, 328.07204369687383, 378.525574764065]","[4.1857147, 4.1825252, 4.1805172, 4.1789818, 4.1776824, 4.1767373, 4.1759496, 4.175280600000001, 4.1745715, 4.1740203000000005, 4.1735873, 4.1731148000000005, 4.172800100000001, 4.1724062]",3193.5890142168514,3.6,3.7
33,0.5,1,45,"[0.0, 30.867472658896872, 66.30031277946182, 100.36235068574945, 137.2929741463497, 176.58257878826396, 219.46674638788534, 268.5103480693183, 324.96243084802427, 378.54579692158995]","[4.1855574, 4.1825252, 4.1803598, 4.1788239, 4.177603700000001, 4.1766191, 4.1757135000000005, 4.175083600000001, 4.1745715, 4.173981200000001, 4.1736269, 4.1729965, 4.1726422, 4.1723666]",3191.017585085313,3.6,3.7
34,0.5,1,45,"[0.0, 33.2000300136732, 68.20723591160959, 103.52408786867238, 139.9411011179966, 178.91616386168198, 221.7652577122442, 270.5605230473078, 326.8748710592621, 378.5509063484021]","[4.185636, 4.1824861, 4.1804385, 4.1789818, 4.1776824, 4.1768160000000005, 4.1757922, 4.1751227, 4.1745715, 4.174178100000001, 4.1735477, 4.1732721, 4.1727209, 4.1724062]",3188.592260590277,3.6,3.7
35,0.5,1,45,"[0.0, 31.48236272221436, 67.00396949460674, 101.43415378078998, 137.94577968684234, 177.36766631147896, 219.9133623903058, 268.9426576617602, 324.96231312430996, 378.5481090098741]","[4.1856751, 4.1826038, 4.1804776, 4.1788239, 4.1776824, 4.1765404, 4.1757922, 4.1750441, 4.174453700000001, 4.1739416, 4.173390400000001, 4.1731935, 4.1725636, 4.1723666]",3185.792954900313,3.6,3.7
